Conf,Season,Team,Total.Wins,Total.Losses,Total.Ties,Total.Pct,Conf.Wins,Conf.Losses,Conf.Ties,Conf.Pct,Off,Def,SRS,SOS,Pre,High,Post,Notes
ACC,1987,Virginia,8,4,0,0.667,5,2,0,0.714,24.3,23,6.19,2.6,,,,
ACC,1987,Wake Forest,7,4,0,0.636,4,3,0,0.571,18.3,16.8,2.49,-0.14,,,,
ACC,1987,Maryland,4,7,0,0.364,3,3,0,0.5,17.6,27.4,-0.14,7.22,,,,
ACC,1987,North Carolina State,4,7,0,0.364,4,3,0,0.571,19.3,27.5,-2.46,2.81,,,,
ACC,1987,North Carolina,5,6,0,0.455,3,4,0,0.429,19.5,18.8,3.44,3.44,,,,
ACC,1987,Duke,5,6,0,0.455,2,5,0,0.286,27.4,22.1,1.91,-0.46,,,,
ACC,1987,Georgia Tech,2,9,0,0.182,0,6,0,0,18.1,25,-4.69,3.68,,,,
ACC,1988,Clemson,10,2,0,0.833,6,1,0,0.857,28.5,13.1,16.5,2.5,4,3,9,
ACC,1988,Virginia,7,4,0,0.636,5,2,0,0.714,22.8,22.2,2.94,1.31,,,,
ACC,1988,North Carolina State,8,3,1,0.708,4,2,1,0.643,26,13.8,7.48,0.56,,,,
ACC,1988,Duke,7,3,1,0.682,3,3,1,0.5,29.5,29.5,1.47,-0.26,,,,
ACC,1988,Wake Forest,6,4,1,0.591,4,3,0,0.571,25.6,21.6,3.01,-0.63,,,,
ACC,1988,Maryland,5,6,0,0.455,4,3,0,0.571,23.6,27.6,2.5,5.96,,,,
ACC,1988,North Carolina,1,10,0,0.091,1,6,0,0.143,19.7,35.5,-7.79,6.3,,,,
ACC,1988,Georgia Tech,3,8,0,0.273,0,7,0,0,18.2,17.6,-1.01,1,,,,
ACC,1989,Virginia,10,3,0,0.769,6,1,0,0.857,28.5,20.9,11.73,4.58,,15,18,
ACC,1989,Duke,8,4,0,0.667,6,1,0,0.857,31.4,27.9,5.87,3.2,,20,,
ACC,1989,Clemson,10,2,0,0.833,5,2,0,0.714,30.7,11.5,18.25,3.08,12,7,12,
ACC,1989,Georgia Tech,7,4,0,0.636,4,3,0,0.571,24.1,19.4,6.58,1.4,,,,
ACC,1989,North Carolina State,7,5,0,0.583,4,3,0,0.571,24.2,19.2,4.23,0.23,24,12,,
ACC,1989,Maryland,3,7,1,0.318,2,5,0,0.286,19.5,21.6,0.57,4.48,,,,
ACC,1989,Wake Forest,2,8,1,0.227,1,6,0,0.143,17.6,29,-8.52,1.39,,,,
ACC,1989,North Carolina,1,10,0,0.091,0,7,0,0,12.5,27,-9.95,1.96,,,,
ACC,1990,Georgia Tech,11,0,1,0.958,6,0,1,0.929,31.6,15.5,19.28,4.28,,2,2,
ACC,1990,Clemson,10,2,0,0.833,5,2,0,0.714,27.8,9.1,15.36,2.61,10,9,9,
ACC,1990,Virginia,8,4,0,0.667,5,2,0,0.714,38.7,18.9,13.98,3.48,15,1,23,
ACC,1990,Maryland,6,5,1,0.542,4,3,0,0.571,19.8,23.7,5.1,7.94,,,,
ACC,1990,North Carolina,6,4,1,0.591,3,3,1,0.5,20.6,16.9,5.52,2.52,,,,
ACC,1990,North Carolina State,7,5,0,0.583,3,4,0,0.429,24.8,15.8,6.75,3.34,,,,
ACC,1990,Duke,4,7,0,0.364,1,6,0,0.143,21.8,26.8,-0.04,3.5,,,,
ACC,1990,Wake Forest,3,8,0,0.273,0,7,0,0,22.5,31.9,-5.1,2.62,,,,
ACC,1991,Clemson,9,2,1,0.792,6,0,1,0.929,26.4,15.4,10.12,0.78,9,6,18,
ACC,1991,North Carolina State,9,3,0,0.75,5,2,0,0.714,25.3,18.5,5.77,-0.57,,11,24,
ACC,1991,Georgia Tech,8,5,0,0.615,5,2,0,0.714,21.8,16.5,8.89,3.12,8,8,,
ACC,1991,Virginia,8,3,1,0.708,4,2,1,0.643,27.3,13.9,8.78,0.12,,19,,
ACC,1991,North Carolina,7,4,0,0.636,3,4,0,0.429,25.6,18.1,4.27,-1.55,,23,,
ACC,1991,Maryland,2,9,0,0.182,2,5,0,0.286,12.5,27.5,-6.44,6.01,,,,
ACC,1991,Duke,4,6,1,0.409,1,6,0,0.143,21,25.5,-3.13,0.23,,,,
ACC,1991,Wake Forest,3,8,0,0.273,1,6,0,0.143,17.7,27.3,-10.78,-2.41,,,,
ACC,1992,Florida State,11,1,0,0.917,8,0,0,1,37.2,15.5,21,5.08,5,2,2,
ACC,1992,North Carolina State,9,3,1,0.731,6,2,0,0.75,25.8,16.2,10.56,2.33,,12,17,
ACC,1992,North Carolina,9,3,0,0.75,5,3,0,0.625,24.1,19.4,6.32,0.66,,18,19,
ACC,1992,Virginia,7,4,0,0.636,4,4,0,0.5,31,20.8,7.21,0.93,,10,,
ACC,1992,Wake Forest,8,4,0,0.667,4,4,0,0.5,22.2,21.7,3.46,2.21,,25,25,
ACC,1992,Georgia Tech,5,6,0,0.455,4,4,0,0.5,21.5,26,1.74,4.56,23,16,,
ACC,1992,Clemson,5,6,0,0.455,3,5,0,0.375,23.7,19.4,3.17,1.9,13,13,,
ACC,1992,Maryland,3,8,0,0.273,2,6,0,0.25,26.5,33.2,0.12,4.84,,,,
ACC,1992,Duke,2,9,0,0.182,0,8,0,0,24.1,31.2,-4.2,4.17,,,,
ACC,1993,Florida State,12,1,0,0.923,8,0,0,1,41.2,9.9,24.68,5.76,1,1,1,
ACC,1993,North Carolina,10,3,0,0.769,6,2,0,0.75,33.2,19.5,9.95,-0.98,20,12,19,
ACC,1993,Clemson,9,3,0,0.75,5,3,0,0.625,16.5,16,3.05,-0.87,23,21,23,
ACC,1993,Virginia,7,5,0,0.583,5,3,0,0.625,26.4,18.1,5.88,0.79,,15,,
ACC,1993,North Carolina State,7,5,0,0.583,4,4,0,0.5,23.2,27.3,1.6,1.69,25,17,,
ACC,1993,Georgia Tech,5,6,0,0.455,3,5,0,0.375,23.6,26,-0.72,0.65,,,,
ACC,1993,Duke,3,8,0,0.273,2,6,0,0.25,19.5,31.7,-5.39,3.34,,,,
ACC,1993,Maryland,2,9,0,0.182,2,6,0,0.25,22.1,43.5,-8.44,6.66,,,,
ACC,1993,Wake Forest,2,9,0,0.182,1,7,0,0.125,18.1,28.9,-7.73,0.63,,,,
ACC,1994,Florida State,10,1,1,0.875,8,0,0,1,35.7,16.7,20.98,6.48,3,3,4,
ACC,1994,North Carolina State,9,3,0,0.75,6,2,0,0.75,25.4,22.9,4.97,0.88,,17,17,
ACC,1994,Virginia,9,3,0,0.75,5,3,0,0.625,30.8,16.3,10.79,-0.46,,13,15,
ACC,1994,Duke,8,4,0,0.667,5,3,0,0.625,31.7,23.4,7.51,0.84,,16,,
ACC,1994,North Carolina,8,4,0,0.667,5,3,0,0.625,31.2,22.3,5.56,0.4,19,13,,
ACC,1994,Clemson,5,6,0,0.455,4,4,0,0.5,14.9,17.1,-0.12,2.16,25,22,,
ACC,1994,Maryland,4,7,0,0.364,2,6,0,0.25,24.5,29.6,-2.73,1.72,,,,
ACC,1994,Wake Forest,3,8,0,0.273,1,7,0,0.125,13,33.9,-13.2,1.35,,,,
ACC,1994,Georgia Tech,1,10,0,0.091,0,8,0,0,16.8,29,-7.41,3.05,,,,
ACC,1995,Florida State,10,2,0,0.833,7,1,0,0.875,46.9,20.5,17.61,1.61,1,1,4,
ACC,1995,Virginia,9,4,0,0.692,7,1,0,0.875,29.1,20.8,9.46,1.84,17,9,16,
ACC,1995,Clemson,8,4,0,0.667,6,2,0,0.75,25.3,18.3,6.09,-0.07,,23,,
ACC,1995,Georgia Tech,6,5,0,0.545,5,3,0,0.625,23.6,22.1,-0.16,-0.43,,,,
ACC,1995,Maryland,6,5,0,0.545,4,4,0,0.5,19.1,22.8,-1.14,-0.04,,17,,
ACC,1995,North Carolina,7,5,0,0.583,4,4,0,0.5,23.7,18.3,2.94,0.36,20,20,,
ACC,1995,North Carolina State,3,8,0,0.273,2,6,0,0.25,23.6,32.2,-5.37,0.63,,23,,
ACC,1995,Duke,3,8,0,0.273,1,7,0,0.125,25.6,35.1,-7.16,0.66,,,,
ACC,1995,Wake Forest,1,10,0,0.091,0,8,0,0,17.3,32.7,-14.23,-1.23,,,,
ACC,1996,Florida State,11,1,,0.917,8,0,,1,37.2,14.5,21.54,5.79,3,1,3,
ACC,1996,North Carolina,10,2,,0.833,6,2,,0.75,29.8,10.3,17.55,2.97,,6,10,
ACC,1996,Clemson,7,5,,0.583,6,2,,0.75,20.4,20.1,2.9,1.24,25,22,,
ACC,1996,Virginia,7,5,,0.583,5,3,,0.625,28.4,16.9,11.03,3.03,23,12,,
ACC,1996,Georgia Tech,5,6,,0.455,4,4,,0.5,20,21.5,1.78,2.06,,22,,
ACC,1996,Maryland,5,6,,0.455,3,5,,0.375,17,21.7,-3.71,0.02,,,,
ACC,1996,North Carolina State,3,8,,0.273,3,5,,0.375,24.4,36.5,-4.25,4.38,,,,
ACC,1996,Wake Forest,3,8,,0.273,1,7,,0.125,13.1,34,-10.72,2.47,,,,
ACC,1996,Duke,0,11,,0,0,8,,0,14.7,34.5,-12.77,5.23,,,,
ACC,1997,Florida State,11,1,,0.917,8,0,,1,39,15.1,23.38,6.88,3,2,3,
ACC,1997,North Carolina,11,1,,0.917,7,1,,0.875,29,12.2,16.46,2.04,7,4,6,
ACC,1997,Virginia,7,4,,0.636,5,3,,0.625,25.2,22,6.79,4.33,,,,
ACC,1997,Georgia Tech,7,5,,0.583,5,3,,0.625,26.2,24.7,8.07,5.65,,21,25,
ACC,1997,Clemson,7,5,,0.583,4,4,,0.5,24.3,18.3,8.41,3.33,20,16,,
ACC,1997,North Carolina State,6,5,,0.545,3,5,,0.375,29.5,24.4,7.03,3.22,,,,
ACC,1997,Wake Forest,5,6,,0.455,3,5,,0.375,22.3,26.2,1.25,3.15,,,,
ACC,1997,Maryland,2,9,,0.182,1,7,,0.125,14.6,32.3,-8.19,5.17,,,,
ACC,1997,Duke,2,9,,0.182,0,8,,0,20.3,31,-4.68,5.05,,,,
ACC,1998,Florida State,11,2,,0.846,7,1,,0.875,30.8,12.4,20.34,6.57,2,2,3,
ACC,1998,Georgia Tech,10,2,,0.833,7,1,,0.875,35.5,24.6,12.37,1.7,,9,9,
ACC,1998,Virginia,9,3,,0.75,6,2,,0.75,29.8,20.6,11.22,2.63,16,7,18,
ACC,1998,North Carolina,7,5,,0.583,5,3,,0.625,24,23.6,1.61,1.36,12,12,,
ACC,1998,North Carolina State,7,5,,0.583,5,3,,0.625,30.5,29.3,4.2,3.04,,20,,
ACC,1998,Duke,4,7,,0.364,2,6,,0.25,20.8,29,-6.93,-0.3,,,,
ACC,1998,Wake Forest,3,8,,0.273,2,6,,0.25,21.4,30.5,-6.45,1.37,,,,
ACC,1998,Clemson,3,8,,0.273,1,7,,0.125,19.8,24.7,-1.95,1.42,,,,
ACC,1998,Maryland,3,8,,0.273,1,7,,0.125,18.4,26.4,-6.9,1.1,,,,
ACC,1999,Florida State,12,0,,1,8,0,,1,38.2,16.9,23.5,5.58,1,1,1,
ACC,1999,Georgia Tech,8,4,,0.667,5,3,,0.625,38.4,30.1,10.3,3.47,11,7,20,
ACC,1999,Clemson,6,6,,0.5,5,3,,0.625,26.8,21.1,7.55,5.3,,,,
ACC,1999,Virginia,7,5,,0.583,5,3,,0.625,28.8,30.4,3.57,3.66,24,22,,
ACC,1999,North Carolina State,6,6,,0.5,3,5,,0.375,20.3,25.2,-1.69,2.39,,20,,
ACC,1999,Wake Forest,7,5,,0.583,3,5,,0.375,22.2,17.4,4.37,0.96,,,,
ACC,1999,Duke,3,8,,0.273,3,5,,0.375,19.7,33,-4.91,4.28,,,,
ACC,1999,Maryland,5,6,,0.455,2,6,,0.25,26.5,23.6,1.4,0.94,,,,
ACC,1999,North Carolina,3,8,,0.273,2,6,,0.25,16.9,24.7,-4.89,2.2,,,,
ACC,2000,Florida State,11,2,,0.846,8,0,,1,39.3,10.5,23.13,5.59,2,1,5,
ACC,2000,Clemson,9,3,,0.75,6,2,,0.75,34.7,21.1,11.54,2.04,17,5,16,
ACC,2000,Georgia Tech,9,3,,0.75,6,2,,0.75,32.2,19.8,11.3,1.21,,15,17,
ACC,2000,Virginia,6,6,,0.5,5,3,,0.625,20.2,24.3,0.1,3.18,,,,
ACC,2000,North Carolina State,8,4,,0.667,4,4,,0.5,31.6,28.2,3.92,-0.33,,21,,
ACC,2000,North Carolina,6,5,,0.545,3,5,,0.375,24.5,25.8,2.4,1.85,,,,
ACC,2000,Maryland,5,6,,0.455,3,5,,0.375,22.5,25.8,0.54,2.26,,,,
ACC,2000,Wake Forest,2,9,,0.182,1,7,,0.125,16.5,32.9,-12.27,0.09,,,,
ACC,2000,Duke,0,11,,0,0,8,,0,14.1,39.1,-13.91,4.63,,,,
ACC,2001,Maryland,10,2,,0.833,7,1,,0.875,34.4,22.2,10.78,1.36,,6,11,
ACC,2001,Florida State,8,4,,0.667,6,2,,0.75,33.6,25.3,12.79,6.45,6,6,15,
ACC,2001,North Carolina,8,5,,0.615,5,3,,0.625,25.9,20.8,7.52,4.29,,22,,
ACC,2001,Georgia Tech,8,5,,0.615,4,4,,0.5,31.2,21.6,7.1,1.95,10,9,24,
ACC,2001,Clemson,7,5,,0.583,4,4,,0.5,30.8,28.3,4.34,1.59,19,13,,
ACC,2001,North Carolina State,7,5,,0.583,4,4,,0.5,26.6,21.4,6.38,1.05,,,,
ACC,2001,Wake Forest,6,5,,0.545,3,5,,0.375,26.5,28.3,0.24,0.87,,,,
ACC,2001,Virginia,5,7,,0.417,3,5,,0.375,20.8,27.6,-1.91,2.76,,,,
ACC,2001,Duke,0,11,,0,0,8,,0,19.3,44.6,-16.57,3.16,,,,
ACC,2002,Florida State,9,5,,0.643,7,1,,0.875,30.6,21.5,14.86,7.15,3,3,21,
ACC,2002,Maryland,11,3,,0.786,6,2,,0.75,32.2,16.3,12.73,0.94,21,13,13,
ACC,2002,Virginia,9,5,,0.643,6,2,,0.75,28.7,24.9,8.6,5.1,,22,22,
ACC,2002,North Carolina State,11,3,,0.786,5,3,,0.625,32.9,17,12.86,0.22,,10,12,
ACC,2002,Clemson,7,6,,0.538,4,4,,0.5,25.4,26.8,4.16,4.23,,,,
ACC,2002,Georgia Tech,7,6,,0.538,4,4,,0.5,21.5,20.5,4.56,3.86,,,,
ACC,2002,Wake Forest,7,6,,0.538,3,5,,0.375,27.4,25.2,4.81,2.89,,,,
ACC,2002,North Carolina,3,9,,0.25,1,7,,0.125,18.6,35.1,-5.52,6.15,,,,
ACC,2002,Duke,2,10,,0.167,0,8,,0,18.9,29.4,-7.05,2.54,,,,
ACC,2003,Florida State,10,3,,0.769,7,1,,0.875,32.2,16.7,17.75,6.9,13,3,11,
ACC,2003,Maryland,10,3,,0.769,6,2,,0.75,31.2,15.8,12.92,2.23,15,15,17,
ACC,2003,Clemson,9,4,,0.692,5,3,,0.625,28.1,19.2,10.49,4.26,,22,22,
ACC,2003,North Carolina State,8,5,,0.615,4,4,,0.5,37.6,29.6,10.41,4.48,16,14,,
ACC,2003,Virginia,8,5,,0.615,4,4,,0.5,28,20.4,10.15,4.46,18,15,,
ACC,2003,Georgia Tech,7,6,,0.538,4,4,,0.5,21.1,20.5,5.6,5.68,,,,
ACC,2003,Wake Forest,5,7,,0.417,3,5,,0.375,27.9,28.9,4.19,5.28,,20,,
ACC,2003,Duke,4,8,,0.333,2,6,,0.25,17.6,28.6,-3.02,4.31,,,,
ACC,2003,North Carolina,2,10,,0.167,1,7,,0.125,26.4,38.3,-5.15,5.18,,,,
ACC,2004,Virginia Tech,10,3,,0.769,7,1,,0.875,30.8,12.8,14.1,4.33,,9,10,
ACC,2004,Florida State,9,3,,0.75,6,2,,0.75,25.2,14.1,15,4.75,5,4,15,
ACC,2004,Miami (FL),9,3,,0.75,5,3,,0.625,31.7,17,18.03,7.2,6,3,11,
ACC,2004,Virginia,8,4,,0.667,5,3,,0.625,30.3,17.7,13.57,3.99,16,6,23,
ACC,2004,North Carolina,6,6,,0.5,5,3,,0.625,26.6,31.8,4.47,7.63,,,,
ACC,2004,Clemson,6,5,,0.545,4,4,,0.5,21.5,20.8,5.23,5.23,15,15,,
ACC,2004,Georgia Tech,7,5,,0.583,4,4,,0.5,22,18.9,6.41,4.25,,,,
ACC,2004,Maryland,5,6,,0.455,3,5,,0.375,17.7,20,3.54,4.35,22,21,,
ACC,2004,North Carolina State,5,6,,0.455,3,5,,0.375,24,19.8,6.04,4.31,,,,
ACC,2004,Wake Forest,4,7,,0.364,1,7,,0.125,20.9,23,1.58,2.85,,,,
ACC,2004,Duke,2,9,,0.182,1,7,,0.125,16.6,29.3,-8.04,4.23,,,,
ACC,2005,Florida State,8,5,,0.615,5,3,,0.625,28.9,22,9.36,5.05,14,4,23,
ACC,2005,Boston College,9,3,,0.75,5,3,,0.625,25.8,15.9,12.01,4.17,22,13,18,
ACC,2005,Clemson,8,4,,0.667,4,4,,0.5,26.3,17.6,11.09,3.42,,20,21,
ACC,2005,North Carolina State,7,5,,0.583,3,5,,0.375,20.8,17.7,5.73,3.73,,,,
ACC,2005,Maryland,5,6,,0.455,3,5,,0.375,24.5,25,5.11,5.83,,,,
ACC,2005,Wake Forest,4,7,,0.364,3,5,,0.375,24.5,28.7,0.21,5.03,,,,
ACC,2005,Virginia Tech,11,2,,0.846,7,1,,0.875,33.8,12.9,18.96,4.27,8,3,7,
ACC,2005,Miami (FL),9,3,,0.75,6,2,,0.75,27.1,14.3,15.09,4.5,9,3,17,
ACC,2005,Georgia Tech,7,5,,0.583,5,3,,0.625,18.5,20.1,7.31,6.48,,15,,
ACC,2005,North Carolina,5,6,,0.455,4,4,,0.5,18,26.2,3.44,7.71,,,,
ACC,2005,Virginia,7,5,,0.583,3,5,,0.375,26.7,23.3,5.61,3.19,25,19,,
ACC,2005,Duke,1,10,,0.091,0,8,,0,16.1,37.1,-10.71,4.29,,,,
ACC,2006,Wake Forest,11,3,,0.786,6,2,,0.75,21.6,15.4,7.95,1.1,,14,18,
ACC,2006,Boston College,10,3,,0.769,5,3,,0.625,26,15.7,9.96,0.58,,16,20,
ACC,2006,Clemson,8,5,,0.615,5,3,,0.625,32.7,16.2,8.19,0.65,18,10,,
ACC,2006,Maryland,9,4,,0.692,5,3,,0.625,21.8,21.8,2.7,1.01,,21,,
ACC,2006,Florida State,7,6,,0.538,3,5,,0.375,26.5,19.8,6.19,2.19,11,9,,record adjusted to 2-6-0 by NCAA
ACC,2006,North Carolina State,3,9,,0.25,2,6,,0.25,17.5,21.8,-4.11,0.64,,,,
ACC,2006,Georgia Tech,9,5,,0.643,7,1,,0.875,24.9,18.4,6.5,1.64,,13,,
ACC,2006,Virginia Tech,10,3,,0.769,6,2,,0.75,25.8,11,12.47,0.16,17,11,19,
ACC,2006,Virginia,5,7,,0.417,4,4,,0.5,15.1,17.8,-2.5,0.42,,,,
ACC,2006,Miami (FL),7,6,,0.538,3,5,,0.375,19.6,15.5,3.02,0.4,12,12,,
ACC,2006,North Carolina,3,9,,0.25,2,6,,0.25,18,30.5,-7.54,2.46,,,,
ACC,2006,Duke,0,12,,0,0,8,,0,14.9,33.8,-14.98,2.36,,,,
ACC,2007,Boston College,11,3,,0.786,6,2,,0.75,28.3,20.4,9.75,1.54,,2,10,
ACC,2007,Clemson,9,4,,0.692,5,3,,0.625,33.1,18.7,11.4,1.71,,13,21,
ACC,2007,Wake Forest,9,4,,0.692,5,3,,0.625,27.8,22.2,7.07,1.22,,21,,
ACC,2007,Florida State,7,6,,0.538,4,4,,0.5,23.3,22.9,5.02,4.33,19,19,,record adjusted to 0-6-0 by NCAA
ACC,2007,Maryland,6,7,,0.462,3,5,,0.375,24.1,21.5,4.31,3.15,,,,
ACC,2007,North Carolina State,5,7,,0.417,3,5,,0.375,20.8,28.3,-3.13,2.96,,,,
ACC,2007,Virginia Tech,11,3,,0.786,7,1,,0.875,28.7,16.1,14.22,2.86,9,5,9,
ACC,2007,Virginia,9,4,,0.692,6,2,,0.75,24.4,19.7,5.89,1.66,,16,,
ACC,2007,Georgia Tech,7,6,,0.538,4,4,,0.5,26.2,20.8,3.94,1.24,,15,,
ACC,2007,North Carolina,4,8,,0.333,3,5,,0.375,21.2,24.5,-1.82,2.02,,,,
ACC,2007,Miami (FL),5,7,,0.417,2,6,,0.25,20.6,26,-1.23,1.6,,,,
ACC,2007,Duke,1,11,,0.083,0,8,,0,17.9,33.2,-10.34,3.33,,,,
ACC,2008,Boston College,9,5,,0.643,5,3,,0.625,24.7,18.4,6.72,2.15,,18,,
ACC,2008,Florida State,9,4,,0.692,5,3,,0.625,33.4,20.2,10.67,2.67,,16,21,
ACC,2008,Maryland,8,5,,0.615,4,4,,0.5,21.8,22.5,2.96,1.73,,22,,
ACC,2008,Wake Forest,8,5,,0.615,4,4,,0.5,21,18.3,7.45,4.68,23,16,,
ACC,2008,Clemson,7,6,,0.538,4,4,,0.5,25.2,17.3,6.97,2.51,9,9,,
ACC,2008,North Carolina State,6,7,,0.462,4,4,,0.5,23.5,26.3,1.41,3.57,,,,
ACC,2008,Virginia Tech,10,4,,0.714,5,3,,0.625,22.1,16.7,8.14,2.43,17,15,15,
ACC,2008,Georgia Tech,9,4,,0.692,5,3,,0.625,24.4,20.3,6.78,1.7,,14,22,
ACC,2008,North Carolina,8,5,,0.615,4,4,,0.5,27.7,21.2,7.9,2.67,,17,,record adjusted to 0-5-0 by NCAA
ACC,2008,Miami (FL),7,6,,0.538,4,4,,0.5,27.1,24.2,4.85,3.62,,23,,
ACC,2008,Virginia,5,7,,0.417,3,5,,0.375,16.1,21.7,1.4,4.57,,,,
ACC,2008,Duke,4,8,,0.333,1,7,,0.125,20.1,23.4,-0.39,3.28,,,,
ACC,2009,Clemson,9,5,,0.643,6,2,,0.75,31.1,20.4,11.73,4.01,,15,24,
ACC,2009,Boston College,8,5,,0.615,5,3,,0.625,24.8,19.8,5.47,2.17,,,,
ACC,2009,Florida State,7,6,,0.538,4,4,,0.5,30.1,30,6.08,5.38,18,18,,
ACC,2009,Wake Forest,5,7,,0.417,3,5,,0.375,26.3,26.3,1.85,2.94,,,,
ACC,2009,North Carolina State,5,7,,0.417,2,6,,0.25,30.3,31.2,-1.06,2.36,,,,
ACC,2009,Maryland,2,10,,0.167,1,7,,0.125,21.3,31.3,-6.6,2.65,,,,
ACC,2009,Georgia Tech,11,3,,0.786,7,1,,0.875,33.8,24.8,13.54,4.83,15,7,13,record adjusted to 10-3-0 by NCAA
ACC,2009,Virginia Tech,10,3,,0.769,6,2,,0.75,31.8,15.6,18.57,5.42,7,4,10,
ACC,2009,Miami (FL),9,4,,0.692,5,3,,0.625,30.3,22.2,12.2,4.73,,8,19,
ACC,2009,North Carolina,8,5,,0.615,4,4,,0.5,23.8,17.1,8.04,3.04,21,19,,record adjusted to 0-5-0 by NCAA
ACC,2009,Duke,5,7,,0.417,3,5,,0.375,25.2,28.3,-2.45,-0.2,,,,
ACC,2009,Virginia,3,9,,0.25,2,6,,0.25,19.3,26.3,-3,4.5,,,,
ACC,2010,Florida State,10,4,,0.714,6,2,,0.75,31.4,19.6,14.2,5.06,20,16,17,
ACC,2010,Maryland,9,4,,0.692,5,3,,0.625,32.2,22.2,7.02,1.33,,23,23,
ACC,2010,North Carolina State,9,4,,0.692,5,3,,0.625,31.8,21.3,11,2.92,,21,25,
ACC,2010,Boston College,7,6,,0.538,4,4,,0.5,18.5,19.5,2.15,3,,,,
ACC,2010,Clemson,6,7,,0.462,4,4,,0.5,24,18.8,7.35,3.74,,,,
ACC,2010,Wake Forest,3,9,,0.25,1,7,,0.125,22.8,35.8,-5.07,4.26,,,,
ACC,2010,Virginia Tech,11,3,,0.786,8,0,,1,33.9,20.6,14.03,2.74,10,10,16,
ACC,2010,Miami (FL),7,6,,0.538,5,3,,0.625,26.3,20.7,8.26,4.72,13,12,,
ACC,2010,North Carolina,8,5,,0.615,4,4,,0.5,25.3,23.2,5.15,2.84,18,18,,
ACC,2010,Georgia Tech,6,7,,0.462,4,4,,0.5,26,25.2,0.8,0.8,16,15,,
ACC,2010,Virginia,4,8,,0.333,1,7,,0.125,25.3,28.3,-3.29,0.37,,,,
ACC,2010,Duke,3,9,,0.25,1,7,,0.125,25.3,35.4,-4.59,2.66,,,,
ACC,2011,Clemson,10,4,,0.714,6,2,,0.75,33.6,29.3,6.54,1.18,,6,22,
ACC,2011,Florida State,9,4,,0.692,5,3,,0.625,30.6,15.1,11.22,0.38,6,5,23,
ACC,2011,Wake Forest,6,7,,0.462,5,3,,0.625,26,27.4,-0.66,1.11,,,,
ACC,2011,North Carolina State,8,5,,0.615,4,4,,0.5,28.2,24.7,2.57,-1.97,,,,
ACC,2011,Boston College,4,8,,0.333,3,5,,0.375,18.2,23.5,-4.61,0.89,,,,
ACC,2011,Maryland,2,10,,0.167,1,7,,0.125,23.1,34.3,-8.22,2.62,,,,
ACC,2011,Virginia Tech,11,3,,0.786,7,1,,0.875,27.9,17.6,8.21,0.21,13,5,21,
ACC,2011,Georgia Tech,8,5,,0.615,5,3,,0.625,34.3,26.1,3.4,-1.29,,12,,
ACC,2011,Virginia,8,5,,0.615,5,3,,0.625,23.2,23.8,0.14,-0.79,,24,,
ACC,2011,Miami (FL),6,6,,0.5,3,5,,0.375,26.5,20.1,5.17,0.67,,,,
ACC,2011,North Carolina,7,6,,0.538,3,5,,0.375,28,24.8,3.63,1.17,,,,
ACC,2011,Duke,3,9,,0.25,1,7,,0.125,22.5,31.2,-7.34,0.24,,,,
ACC,2012,Florida State,12,2,,0.857,7,1,,0.875,39.3,14.7,13.56,-0.66,7,3,10,
ACC,2012,Clemson,11,2,,0.846,7,1,,0.875,41,24.8,14.75,1.14,14,10,11,
ACC,2012,North Carolina State,7,6,,0.538,4,4,,0.5,28.1,25.6,1.46,-0.77,,,,
ACC,2012,Wake Forest,5,7,,0.417,3,5,,0.375,18.5,31.8,-6.2,1.05,,,,
ACC,2012,Maryland,4,8,,0.333,2,6,,0.25,20.1,27.2,-6.59,-0.26,,,,
ACC,2012,Boston College,2,10,,0.167,1,7,,0.125,19.8,29.7,-6.74,2.01,,,,
ACC,2012,North Carolina,8,4,,0.667,5,3,,0.625,40.6,25.7,4.52,-2.98,,,,
ACC,2012,Georgia Tech,7,7,,0.5,5,3,,0.625,33.6,28.3,5.18,2.89,,,,
ACC,2012,Miami (FL),7,5,,0.583,5,3,,0.625,31.4,30.5,4.07,2.32,,,,
ACC,2012,Virginia Tech,7,6,,0.538,4,4,,0.5,25.1,22.8,3.13,2.21,16,13,,
ACC,2012,Duke,6,7,,0.462,3,5,,0.375,31.5,36,-0.28,1.72,,,,
ACC,2012,Virginia,4,8,,0.333,2,6,,0.25,22.8,28.9,-3.84,0.99,,,,
ACC,2013,Florida State,14,0,,1,8,0,,1,51.6,12.1,23.36,1.29,11,1,1,
ACC,2013,Clemson,11,2,,0.846,7,1,,0.875,40.2,22.2,14.98,3.06,8,3,8,
ACC,2013,Boston College,7,6,,0.538,4,4,,0.5,27.7,28.9,1.28,2.2,,,,
ACC,2013,Syracuse,7,6,,0.538,4,4,,0.5,22.7,25.4,2.81,2.88,,,,
ACC,2013,Maryland,7,6,,0.538,3,5,,0.375,26.2,25.3,0.64,-0.97,,25,,
ACC,2013,Wake Forest,4,8,,0.333,2,6,,0.25,18.3,24.1,0,2.17,,,,
ACC,2013,North Carolina State,3,9,,0.25,0,8,,0,22.8,30.2,-5.66,1.59,,,,
ACC,2013,Duke,10,4,,0.714,6,2,,0.75,32.8,26.6,7.86,2.36,,20,23,
ACC,2013,Miami (FL),9,4,,0.692,5,3,,0.625,33.8,26.8,6.59,2.51,,7,,
